AthleteCode,PrintName,FamilyName,GivenName,GenderCode,OrganisationCode,DisciplineCode,EventEntry,event_count,Id_x,CHI_Description_x,Id_y,CHI_Description_y
SWMMS0055074,叶思岑,叶思岑,,1,JIS,SWM,"[{'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}]",3,SWM,游泳,JIS,江苏
SWMMS0055075,袁一凡,袁一凡,,1,JIS,SWM,"[{'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}]",2,SWM,游泳,JIS,江苏
SWMMS0055076,袁一鸣,袁一鸣,,1,JIS,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM100MFR------------------------'}]",3,SWM,游泳,JIS,江苏
SWMMS0055081,张栩萌,张栩萌,,1,JIS,SWM,[{'EventCode': 'SWMM50MFR-------------------------'}],1,SWM,游泳,JIS,江苏
SWMMS0055083,张哲维,张哲维,,1,JIS,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}]",5,SWM,游泳,JIS,江苏
SWMMS0055085,朱俐帆,朱俐帆,,1,JIS,SWM,"[{'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM200MBF------------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}]",3,SWM,游泳,JIS,江苏
SWMMS0055086,朱墨,朱墨,,1,JIS,SWM,"[{'EventCode': 'SWMM200MIM------------------------'}, {'EventCode': 'SWMM100MBR------------------------'}]",2,SWM,游泳,JIS,江苏
SWMMS0063423,陈恩德,陈恩德,,1,ZHJ,SWM,"[{'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}, {'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",6,SWM,游泳,ZHJ,浙江
SWMMS0063424,陈泓默,陈泓默,,1,ZHJ,SWM,"[{'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",2,SWM,游泳,ZHJ,浙江
SWMMS0063430,丁文轩,丁文轩,,1,ZHJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM100MFR------------------------'}]",2,SWM,游泳,ZHJ,浙江
SWMMS0063431,丁尧亮,丁尧亮,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MBR------------------------'}, {'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM100MBR------------------------'}]",3,SWM,游泳,ZHJ,浙江
SWMMS0063432,董亦凡,董亦凡,,1,ZHJ,SWM,"[{'EventCode': 'SWMM4X100MMD----------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}, {'EventCode': 'SWMM100MBR------------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMMS0063433,方喆,方喆,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MBR------------------------'}, {'EventCode': 'SWMM200MIM------------------------'}, {'EventCode': 'SWMM400MIM------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMMS0063434,费立纬,费立纬,,1,ZHJ,SWM,"[{'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}, {'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",5,SWM,游泳,ZHJ,浙江
SWMMS0063437,郭一帆,郭一帆,,1,ZHJ,SWM,"[{'EventCode': 'SWMM400MIM------------------------'}, {'EventCode': 'SWMM100MBA------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",3,SWM,游泳,ZHJ,浙江
SWMMS0063438,何峻毅,何峻毅,,1,ZHJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM4X100MMD----------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM200MFR------------------------'}]",5,SWM,游泳,ZHJ,浙江
SWMMS0063439,洪金龙,洪金龙,,1,ZHJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM200MFR------------------------'}]",3,SWM,游泳,ZHJ,浙江
SWMMS0063440,洪金权,洪金权,,1,ZHJ,SWM,"[{'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM200MFR------------------------'}]",6,SWM,游泳,ZHJ,浙江
SWMMS0063444,李晨赫,李晨赫,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}, {'EventCode': 'SWMM800MFR------------------------'}]",3,SWM,游泳,ZHJ,浙江
SWMMS0063445,李广源,李广源,,1,ZHJ,SWM,"[{'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMM100MBA------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",3,SWM,游泳,ZHJ,浙江
SWMMS0063449,李志清,李志清,,1,ZHJ,SWM,[{'EventCode': 'SWMM100MBR------------------------'}],1,SWM,游泳,ZHJ,浙江
SWMMS0063450,李朱濠,李朱濠,,1,ZHJ,SWM,[{'EventCode': 'SWMM100MBF------------------------'}],1,SWM,游泳,ZHJ,浙江
SWMMS0063454,林哲其,林哲其,,1,ZHJ,SWM,"[{'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM100MFR------------------------'}]",2,SWM,游泳,ZHJ,浙江
SWMMS0063455,刘海洋,刘海洋,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}, {'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMMS0063461,罗淇忠,罗淇忠,,1,ZHJ,SWM,"[{'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM200MBF------------------------'}]",2,SWM,游泳,ZHJ,浙江
SWMMS0063462,毛飞廉,毛飞廉,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MBR------------------------'}, {'EventCode': 'SWMM200MIM------------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMM100MBR------------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMMS0063465,潘展乐,潘展乐,,1,ZHJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}]",6,SWM,游泳,ZHJ,浙江
SWMMS0063468,钱智勇,钱智勇,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MIM------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM4X100MMD----------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM100MBR------------------------'}]",6,SWM,游泳,ZHJ,浙江
SWMMS0063471,商科元,商科元,,1,ZHJ,SWM,[{'EventCode': 'SWMM100MFR------------------------'}],1,SWM,游泳,ZHJ,浙江
SWMMS0063473,沈加豪,沈加豪,,1,ZHJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM200MBF------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM4X100MMD----------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}]",6,SWM,游泳,ZHJ,浙江
SWMMS0063474,宋乐逸,宋乐逸,,1,ZHJ,SWM,"[{'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM100MBA------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",3,SWM,游泳,ZHJ,浙江
SWMMS0063479,汪顺,汪顺,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MIM------------------------'}, {'EventCode': 'SWMM400MIM------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMM200MFR------------------------'}]",6,SWM,游泳,ZHJ,浙江
SWMMS0063480,王昊,王昊,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MIM------------------------'}, {'EventCode': 'SWMM400MIM------------------------'}, {'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM100MBA------------------------'}]",6,SWM,游泳,ZHJ,浙江
SWMMS0063483,吴俊杰,吴俊杰,,1,ZHJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM200MIM------------------------'}, {'EventCode': 'SWMM4X100MMD----------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}, {'EventCode': 'SWMM100MBA------------------------'}]",6,SWM,游泳,ZHJ,浙江
SWMMS0063485,吴晟恺,吴晟恺,,1,ZHJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM800MFR------------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMMS0063487,吴宇航,吴宇航,,1,ZHJ,SWM,[{'EventCode': 'SWMM200MFR------------------------'}],1,SWM,游泳,ZHJ,浙江
SWMMS0063492,徐嘉余,徐嘉余,,1,ZHJ,SWM,"[{'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM4X100MMD----------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMX4X100MMD----------------------'}, {'EventCode': 'SWMM100MBA------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",6,SWM,游泳,ZHJ,浙江
SWMMS0063494,徐一舟,徐一舟,,1,ZHJ,SWM,"[{'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}, {'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",5,SWM,游泳,ZHJ,浙江
SWMMS0063495,徐伊凡,徐伊凡,,1,ZHJ,SWM,"[{'EventCode': 'SWMM100MBA------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",2,SWM,游泳,ZHJ,浙江
SWMMS0063497,叶鸿铭,叶鸿铭,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MBR------------------------'}, {'EventCode': 'SWMM200MIM------------------------'}, {'EventCode': 'SWMM400MIM------------------------'}, {'EventCode': 'SWMM100MBR------------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMMS0063501,翟翔,翟翔,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MBR------------------------'}, {'EventCode': 'SWMM200MBF------------------------'}]",2,SWM,游泳,ZHJ,浙江
SWMMS0063504,张昕晨,张昕晨,,1,ZHJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM400MIM------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM100MFR------------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMMS0063505,张翼祥,张翼祥,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MIM------------------------'}, {'EventCode': 'SWMM400MIM------------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM100MBA------------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMMS0063506,张周健,张周健,,1,ZHJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM100MFR------------------------'}]",3,SWM,游泳,ZHJ,浙江
SWMMS0063510,赵梁州,赵梁州,,1,ZHJ,SWM,"[{'EventCode': 'SWMM200MBF------------------------'}, {'EventCode': 'SWMM200MIM------------------------'}, {'EventCode': 'SWMM400MIM------------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMMS0063511,郑瀚,郑瀚,,1,ZHJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM100MBR------------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMMS0063513,郑瑞,郑瑞,,1,ZHJ,SWM,"[{'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}]",4,SWM,游泳,ZHJ,浙江
SWMMS0066182,葛平阳,葛平阳,,1,ANH,SWM,"[{'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",2,SWM,游泳,ANH,安徽
SWMMS0066841,高雄,高雄,,1,ANH,SWM,"[{'EventCode': 'SWMM100MBA------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",2,SWM,游泳,ANH,安徽
SWMMS0066842,何晨皓,何晨皓,,1,ANH,SWM,[{'EventCode': 'SWMM100MBA------------------------'}],1,SWM,游泳,ANH,安徽
SWMMS0066854,袁鑫,袁鑫,,1,ANH,SWM,"[{'EventCode': 'SWMM100MBA------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",2,SWM,游泳,ANH,安徽
SWMMS0066856,张子贤,张子贤,,1,ANH,SWM,"[{'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM200MBF------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}]",3,SWM,游泳,ANH,安徽
SWMMS0069969,蔡宏伟,蔡宏伟,,1,FUJ,SWM,"[{'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM200MBF------------------------'}]",2,SWM,游泳,FUJ,福建
SWMMS0069974,陈铭杰,陈铭杰,,1,FUJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM100MFR------------------------'}]",2,SWM,游泳,FUJ,福建
SWMMS0069986,李俊峰,李俊峰,,1,FUJ,SWM,[{'EventCode': 'SWMM100MBF------------------------'}],1,SWM,游泳,FUJ,福建
SWMMS0069989,林坤鹏,林坤鹏,,1,FUJ,SWM,[{'EventCode': 'SWMM50MFR-------------------------'}],1,SWM,游泳,FUJ,福建
SWMMS0069993,刘吴狄,刘吴狄,,1,FUJ,SWM,"[{'EventCode': 'SWMM100MBA------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",2,SWM,游泳,FUJ,福建
SWMMS0069994,刘震,刘震,,1,FUJ,SWM,[{'EventCode': 'SWMM50MFR-------------------------'}],1,SWM,游泳,FUJ,福建
SWMMS0069995,罗彬彬,罗彬彬,,1,FUJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM100MFR------------------------'}]",2,SWM,游泳,FUJ,福建
SWMMS0070001,王梓烨,王梓烨,,1,FUJ,SWM,"[{'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",2,SWM,游泳,FUJ,福建
SWMMS0070005,吴志鹏,吴志鹏,,1,FUJ,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM200MBR------------------------'}, {'EventCode': 'SWMM200MIM------------------------'}]",3,SWM,游泳,FUJ,福建
SWMMS0070009,余睿,余睿,,1,FUJ,SWM,"[{'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM200MFR------------------------'}]",3,SWM,游泳,FUJ,福建
SWMMS0070011,郑铨,郑铨,,1,FUJ,SWM,"[{'EventCode': 'SWMM200MBR------------------------'}, {'EventCode': 'SWMM100MBR------------------------'}]",2,SWM,游泳,FUJ,福建
SWMMS0070012,周玮隆,周玮隆,,1,FUJ,SWM,[{'EventCode': 'SWMM200MBR------------------------'}],1,SWM,游泳,FUJ,福建
SWMMS0073375,付子乐,付子乐,,1,JIX,SWM,"[{'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMM100MBA------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",3,SWM,游泳,JIX,江西
SWMMS0073381,胡逸轩,胡逸轩,,1,JIX,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM100MBF------------------------'}, {'EventCode': 'SWMM4X100MMD----------------------'}, {'EventCode': 'SWMM100MBA------------------------'}]",4,SWM,游泳,JIX,江西
SWMMS0073396,宋宇宽,宋宇宽,,1,JIX,SWM,"[{'EventCode': 'SWMM4X100MMD----------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMM100MBA------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",4,SWM,游泳,JIX,江西
SWMMS0073409,熊世义,熊世义,,1,JIX,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM4X100MMD----------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}]",3,SWM,游泳,JIX,江西
SWMMS0073414,杨泓凯,杨泓凯,,1,JIX,SWM,"[{'EventCode': 'SWMM200MBR------------------------'}, {'EventCode': 'SWMM4X100MMD----------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMM100MBR------------------------'}]",4,SWM,游泳,JIX,江西
SWMMS0085892,陈秋宇,陈秋宇,,1,SHD,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM100MFR------------------------'}]",3,SWM,游泳,SHD,山东
SWMMS0085904,程龙,程龙,,1,SHD,SWM,"[{'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}, {'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",5,SWM,游泳,SHD,山东
SWMMS0085925,刁鹏霖,刁鹏霖,,1,SHD,SWM,[{'EventCode': 'SWMM200MBR------------------------'}],1,SWM,游泳,SHD,山东
SWMMS0085942,范林青,范林青,,1,SHD,SWM,[{'EventCode': 'SWMM200MBR------------------------'}],1,SWM,游泳,SHD,山东
SWMMS0085976,关昊峰,关昊峰,,1,SHD,SWM,"[{'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMM100MBA------------------------'}, {'EventCode': 'SWMM200MBA------------------------'}]",3,SWM,游泳,SHD,山东
SWMMS0086001,侯淏天,侯淏天,,1,SHD,SWM,"[{'EventCode': 'SWMM200MBR------------------------'}, {'EventCode': 'SWMM100MBR------------------------'}]",2,SWM,游泳,SHD,山东
SWMMS0086005,胡嘉,胡嘉,,1,SHD,SWM,"[{'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}, {'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",6,SWM,游泳,SHD,山东
SWMMS0086017,季新杰,季新杰,,1,SHD,SWM,"[{'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}, {'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",6,SWM,游泳,SHD,山东
SWMMS0086079,李易峰,李易峰,,1,SHD,SWM,"[{'EventCode': 'SWMM200MIM------------------------'}, {'EventCode': 'SWMM400MIM------------------------'}, {'EventCode': 'SWMM200MFR------------------------'}]",3,SWM,游泳,SHD,山东
SWMMS0086111,刘航志,刘航志,,1,SHD,SWM,[{'EventCode': 'SWMM1500MFR-----------------------'}],1,SWM,游泳,SHD,山东
SWMMS0086124,刘培鑫,刘培鑫,,1,SHD,SWM,"[{'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM4X200MMD----------------------'}, {'EventCode': 'SWMM200MFR------------------------'}, {'EventCode': 'SWMM400MFR------------------------'}, {'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",6,SWM,游泳,SHD,山东
SWMMS0086132,刘绍烽,刘绍烽,,1,SHD,SWM,"[{'EventCode': 'SWMM50MFR-------------------------'}, {'EventCode': 'SWMM4X100MFR----------------------'}, {'EventCode': 'SWMM4X200MFR----------------------'}, {'EventCode': 'SWMM4X100MMD----------------------'}, {'EventCode': 'SWMM100MFR------------------------'}, {'EventCode': 'SWMM200MFR------------------------'}]",6,SWM,游泳,SHD,山东
SWMMS0086136,刘天龙,刘天龙,,1,SHD,SWM,"[{'EventCode': 'SWMM400MFR------------------------'}, {'EventCode': 'SWMM800MFR------------------------'}, {'EventCode': 'SWMM1500MFR-----------------------'}]",3,SWM,游泳,SHD,山东
